#TIME-Wed Aug  2 16:43:30 2023
/home/wrf/git/sequences/makehomologs.py -i /mnt/data/project/speciation-synteny/datasets/homonids/GRCh38p14_vs_mPanTro3.renamed.blastp.tab -f /mnt/data/project/speciation-synteny/datasets/homonids/GCF_000001405.40_GRCh38.p14_protein.x.n.faa /mnt/data/project/speciation-synteny/datasets/homonids/GCF_028858775.1_NHGRI_mPanTro3-v1.1-hic.freeze_pri_protein.x.n.faa -p 234 -o homonids1_clusters_v1 -z 2 -s 2 -M10 -H 9 -c
#TIME-Wed Aug  2 16:43:30 2023
# Using Python version: 3.8.10
#TIME-Wed Aug  2 16:43:30 2023
# /mnt/data/project/speciation-synteny/datasets/homonids/GRCh38p14_vs_mPanTro3.renamed.blastp.tab input file detected
#TIME-Wed Aug  2 16:43:30 2023
# /mnt/data/project/speciation-synteny/datasets/homonids/GCF_000001405.40_GRCh38.p14_protein.x.n.faa /mnt/data/project/speciation-synteny/datasets/homonids/GCF_028858775.1_NHGRI_mPanTro3-v1.1-hic.freeze_pri_protein.x.n.faa used as fasta database
#TIME-Wed Aug  2 16:43:31 2023
# Counted 43451 total proteins for 2 species  Wed Aug  2 16:43:31 2023
#TIME-Wed Aug  2 16:43:35 2023
LARGE-129	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-130	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-131	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-132	13	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-133	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-134	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-135	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-136	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-137	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-138	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-139	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-140	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-141	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-142	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-143	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-144	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-145	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-146	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-147	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-148	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-149	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-150	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-151	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-152	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-153	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-154	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-155	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-156	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-157	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-158	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-159	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-160	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-161	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-162	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-163	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-164	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-165	12	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-166	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-167	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-168	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-169	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-170	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-171	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-172	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-173	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-174	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-175	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-176	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-177	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-178	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-179	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-180	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-181	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-182	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-183	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-184	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-185	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-186	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-187	11	removed
#TIME-Wed Aug  2 16:43:35 2023
LARGE-188	11	removed
